assignment_id,assignment_name,team_id,team_name,round_number,reviewer_participant_id,reviewer_name,response_id,total_score_percent
1028,OSS project & documentation,33394,Team_4552,2,44693,student8847,131383,97.14
1028,OSS project & documentation,33394,Team_4552,2,44638,student8980,131482,100.00
1028,OSS project & documentation,33394,Team_4552,2,44646,student8988,131369,74.29
1028,OSS project & documentation,33394,Team_4552,2,44648,student8990,131406,82.86
1028,OSS project & documentation,33394,Team_4552,2,44658,student9003,131345,94.29
1028,OSS project & documentation,33394,Team_4552,2,44674,student9025,131418,85.71
1028,OSS project & documentation,33394,Team_4552,2,44679,student9030,131533,96.00
1028,OSS project & documentation,33394,Team_4552,2,44685,student9036,131457,82.86
1028,OSS project & documentation,33394,Team_4552,2,44686,student9037,131459,88.57
1028,OSS project & documentation,33394,Team_4552,2,44692,student9043,131420,88.57
1028,OSS project & documentation,33397,Team_1641,1,44636,student8978,131149,85.00
1028,OSS project & documentation,33397,Team_1641,1,44639,student8981,131215,80.00
1028,OSS project & documentation,33397,Team_1641,1,44640,student8982,131249,87.50
1028,OSS project & documentation,33397,Team_1641,1,44641,student8983,131275,87.50
1028,OSS project & documentation,33397,Team_1641,1,44644,student8986,131167,95.00
1028,OSS project & documentation,33397,Team_1641,1,44647,student8989,131113,97.50
1028,OSS project & documentation,33397,Team_1641,1,44652,student8996,131194,87.50
1028,OSS project & documentation,33397,Team_1641,1,44672,student9023,131090,100.00
1028,OSS project & documentation,33397,Team_1641,1,44677,student9028,131180,87.50
1028,OSS project & documentation,33397,Team_1641,2,44639,student8981,131515,77.14
1028,OSS project & documentation,33397,Team_1641,2,44640,student8982,131496,100.00
1028,OSS project & documentation,33397,Team_1641,2,44641,student8983,131363,97.14
1028,OSS project & documentation,33397,Team_1641,2,44644,student8986,131326,88.57
1028,OSS project & documentation,33397,Team_1641,2,44647,student8989,131422,91.43
1028,OSS project & documentation,33397,Team_1641,2,44652,student8996,131352,88.57
1028,OSS project & documentation,33397,Team_1641,2,44672,student9023,131305,85.71
1028,OSS project & documentation,33397,Team_1641,2,44677,student9028,131378,74.29
1028,OSS project & documentation,33397,Team_1641,2,44678,student9029,131314,100.00
1028,OSS project & documentation,33397,Team_1641,2,44687,student9039,131350,74.29
1028,OSS project & documentation,33401,same3,1,44635,student8977,131250,95.00
1028,OSS project & documentation,33401,same3,1,44638,student8980,131281,60.00
1028,OSS project & documentation,33401,same3,1,44640,student8982,131175,65.00
1028,OSS project & documentation,33401,same3,1,44648,student8990,131089,65.00
1028,OSS project & documentation,33401,same3,1,44650,student8992,131228,72.50
1028,OSS project & documentation,33401,same3,1,44659,student9005,131257,50.00
1028,OSS project & documentation,33401,same3,1,44665,student9014,131110,17.50
1028,OSS project & documentation,33401,same3,1,44674,student9025,131124,60.00
1028,OSS project & documentation,33401,same3,1,44682,student9033,131176,50.00
1028,OSS project & documentation,33401,same3,1,44689,student9041,131195,52.50
1028,OSS project & documentation,33401,same3,2,44635,student8977,131380,100.00
1028,OSS project & documentation,33401,same3,2,44638,student8980,131484,100.00
1028,OSS project & documentation,33401,same3,2,44640,student8982,131445,97.14
1028,OSS project & documentation,33401,same3,2,44648,student8990,131404,97.14
1028,OSS project & documentation,33401,same3,2,44650,student8992,131494,100.00
1028,OSS project & documentation,33401,same3,2,44659,student9005,131450,91.43
1028,OSS project & documentation,33401,same3,2,44665,student9014,131386,91.43
1028,OSS project & documentation,33401,same3,2,44673,student9024,131402,97.14
1028,OSS project & documentation,33401,same3,2,44674,student9025,131416,100.00
1028,OSS project & documentation,33401,same3,2,44682,student9033,131489,97.14
1028,OSS project & documentation,33401,same3,2,44689,student9041,131498,88.57
1028,OSS project & documentation,33407,Team1,1,44639,student8981,131290,42.50
1028,OSS project & documentation,33407,Team1,1,44643,student8985,131251,60.00
1028,OSS project & documentation,33407,Team1,1,44652,student8996,131201,80.00
1028,OSS project & documentation,33407,Team1,1,44653,student8997,131107,75.00
1028,OSS project & documentation,33407,Team1,1,44660,student9006,131168,NULL
1028,OSS project & documentation,33407,Team1,1,44672,student9023,131100,100.00
1028,OSS project & documentation,33407,Team1,1,44675,student9026,131143,75.00
1028,OSS project & documentation,33407,Team1,1,44684,student9035,131236,60.00
1028,OSS project & documentation,33407,Team1,1,44686,student9037,131186,67.50
1028,OSS project & documentation,33407,Team1,1,44691,student9042,131260,25.00
1028,OSS project & documentation,33407,Team1,2,44639,student8981,131519,97.14
1028,OSS project & documentation,33407,Team1,2,44642,student8984,131361,94.29
1028,OSS project & documentation,33407,Team1,2,44652,student8996,131356,88.57
1028,OSS project & documentation,33407,Team1,2,44653,student8997,131376,100.00
1028,OSS project & documentation,33407,Team1,2,44672,student9023,131308,100.00
1028,OSS project & documentation,33407,Team1,2,44672,student9023,131460,100.00
1028,OSS project & documentation,33407,Team1,2,44675,student9026,131426,100.00
1028,OSS project & documentation,33407,Team1,2,44684,student9035,131439,100.00
1028,OSS project & documentation,33407,Team1,2,44686,student9037,131468,100.00
1028,OSS project & documentation,33455,Team_1639,2,44642,student8984,131359,63.33
1028,OSS project & documentation,33455,Team_1639,2,44650,student8992,131497,88.57
1028,OSS project & documentation,33455,Team_1639,2,44678,student9029,131310,65.71
1028,OSS project & documentation,33455,Team_1639,2,44687,student9039,131353,77.14
1028,OSS project & documentation,33547,Mamba,1,44641,student8983,131294,70.00
1028,OSS project & documentation,33547,Mamba,1,44643,student8985,131247,77.14
1028,OSS project & documentation,33547,Mamba,1,44654,student8998,131193,52.50
1028,OSS project & documentation,33547,Mamba,1,44660,student9006,131169,87.50
1028,OSS project & documentation,33547,Mamba,1,44664,student9013,131211,90.00
1028,OSS project & documentation,33547,Mamba,1,44669,student9019,131229,75.00
1028,OSS project & documentation,33547,Mamba,1,44670,student9020,131123,74.29
1028,OSS project & documentation,33547,Mamba,1,44672,student9023,131099,100.00
1028,OSS project & documentation,33547,Mamba,1,44676,student9027,131148,85.00
1028,OSS project & documentation,33547,Mamba,1,44692,student9043,131282,75.00
1028,OSS project & documentation,33547,Mamba,2,44641,student8983,131364,91.43
1028,OSS project & documentation,33547,Mamba,2,44654,student8998,131516,60.00
1028,OSS project & documentation,33547,Mamba,2,44664,student9013,131521,100.00
1028,OSS project & documentation,33547,Mamba,2,44669,student9019,131486,68.57
1028,OSS project & documentation,33547,Mamba,2,44670,student9020,131501,NULL
1028,OSS project & documentation,33547,Mamba,2,44672,student9023,131307,100.00
1028,OSS project & documentation,33547,Mamba,2,44692,student9043,131509,88.57
